Mes;Categor¡a;?tem;Referencia;Descripci¢n;Cantidad en Principal;Cantidad m¡nima en Principal;Cantidad m xima en Principal;Cantidad total;Cantidad en remisiones;Unidad;Estado;Costo promedio;Total
Abril;AROMAS;DIFUSOR AGUA DE ROSAS GR;;AGUA DE FLORES(FULLAROME);379;100;1000;379;0;Gramo;Activo;81,519977;30896,07
Abril;AROMAS;DIFUSOR CAMPOS DE ALGODON GR;;COTTON(FULLAROME);0;100;1000;0;0;Gramo;Activo;49,98;0
Abril;AROMAS;DIFUSOR CITRIC PASSION GR;;;1401;100;1000;1401;0;Gramo;Activo;68,999725;96668,61
Abril;AROMAS;DIFUSOR FRUTA DULCE GR;;SWEET STRAWBERRY (FULLAROME);0;100;1000;0;0;Unidad;Activo;69,97;0
Abril;AROMAS;DIFUSOR FRUTOS CITRICOS GR;;CITRIC MIX (FULLAROME);921,75;100;1000;921,75;0;Gramo;Activo;57,479989;52982,18
Abril;PERFUMERIA;SPLASH VICTORIA PINK;;;2;2;12;2;0;Unidad;Activo;10000;20000
Abril;PERFUMERIA;SPLASH VICTORIA CLASIC TAPA LUJO;;;-2;2;12;-2;0;Unidad;Activo;7000;-14000
Abril;PERFUMERIA;COMBO PEQUE¥O;;CREMA DE MANOS PEQUE¥ASPLASH PEQUE¥O;0;2;12;0;0;Unidad;Inactivo;6000;0
Abril;PERFUMERIA;COMBO GRANDE;;CREMA DE MANOS GRANDESPLASH GRANDE;0;2;12;0;0;Unidad;Inactivo;8000;0
Abril;PERFUMERIA;PERFUME MASCOTA;;;6;2;12;6;0;Unidad;Activo;6000;36000
Abril;PERFUMERIA;PERFUME CK ONE UNISEX GR;;;144;0;0;144;0;Gramo;Activo;440;63360
Abril;QUIMICOS;BASE P/ANTIBACTERIAL;MP1431;;0;0;0;27398;0;Gramo;Activo;0,361441;0
Abril;UTENSILIOS;ROLLO BOLSAS P/MASCOTAS (100 UND);;;8;0;0;8;0;Unidad;Activo;1901,312217;15210,5
Abril;PERFUMERIA;COMBO MADRE;;;0;0;0;0;0;Unidad;Activo;0;0
Abril;AROMAS;AMBIENTADOR SPRAY MARACUYA (GR);;;2685;100;1000;2685;0;Gramo;Activo;14,1;37858,5
Abril;AROMAS;AMBIENTADOR SPRAY MARACUYA 60 ML;;;16;4;12;16;0;Unidad;Activo;1897,48;30359,68
Abril;AROMAS;AMBIENTADOR SPRAY MARACUYA 125 ML;;;2;2;6;2;0;Unidad;Activo;3108,352302;6216,7
Abril;AROMAS;AMBIENTADOR SPRAY MARACUYA 250 ML;;;1;1;6;1;0;Unidad;Activo;5240,21637;5240,22
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL PINO 500 ML;LPA02P;;0;2;4;0;0;Unidad;Activo;1511;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL PINO 1 L;LPA03P;;5;3;6;5;0;Unidad;Activo;2349,606947;11748,03
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL PINO GALON;LPA05P;;8;4;8;8;0;Unidad;Activo;6692,755306;53542,04
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL PINO GARRAFA;LPA06P;;0;1;1;0;0;Unidad;Activo;39879;0
Abril;UTENSILIOS;VALVULA DOSIFICADORA JABONES;;VALVULAECOLOTION PUMP38-30 ML;30;0;0;30;0;Unidad;Activo;3871;116130
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL FRUTOS ROJOS 500 ML;LPA02FR;;0;2;12;0;0;Unidad;Activo;1511;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL FRUTOS ROJOS 1 L;LPA03FR;;0;5;10;0;0;Unidad;Activo;2801;0
Abril;AROMAS;LIMPIA PISOS ANTIBACTERIAL FRUTOS ROJOS GALON;LPA05FR;;0;3;6;0;0;Unidad;Activo;7964;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL FRUTOS ROJOS GARRAFA;LPA06FR;;0;1;2;0;0;Unidad;Activo;39879;0
Abril;PERFUMERIA;FRASCO PERFUME  1 ONZA INVICTUS;;;-7;0;0;-7;0;Unidad;Activo;4521,142857;-31648
Abril;PERFUMERIA;FRASCO PERFUME INVICTUS 100 ML;;;0;1;6;0;0;Unidad;Activo;7665;0
Abril;QUIMICOS;AZUCAR MORENA;MP1455;;0;0;0;0;0;Gramo;Activo;4,39;0
Abril;QUIMICOS;LINAZA;;;0;0;0;0;0;Gramo;Activo;12,4;0
Abril;PERFUMERIA;PERFUME KARDASHIAN BBF FEM GR;;;135;0;0;135;0;Gramo;Activo;398,645003;53817,08
Abril;CUIDADO PERSONAL;JABON MANOS Y CUERPO CITRONELLA GALON;JB05C;;0;0;0;0;0;Unidad;Activo;8418;0
Abril;PERFUMERIA;PERFUME ROSE NIGHT UNISEX GR;;;58;30;300;58;0;Gramo;Activo;471;27318
Abril;PERFUMERIA;PERFUME AMOR AMOR FEM GR;;;61;30;300;61;0;Gramo;Activo;414,593928;25290,23
Abril;PERFUMERIA;PERFUME GABRIELLE BY CHANEL FEM GR;;;267;30;300;267;0;Gramo;Activo;441,973783;118007
Abril;PERFUMERIA;PERFUME TABACCO VANILE TOM FORD UNISEX GR;;;96;30;300;96;0;Gramo;Activo;390,270833;37466
Abril;PERFUMERIA;PERFUME COCO CHANEL FEM GR;;;65;10;250;65;0;Gramo;Activo;440;28600
Abril;PERFUMERIA;PERFUME GOLD RUSH FEM GR;;;150;10;250;150;0;Gramo;Activo;440;66000
Abril;PERFUMERIA;FRASCO PERFUME CACHE X 100 ML;;;29;10;80;29;0;Unidad;Activo;3992,4;115779,6
Abril;AROMAS;HUMIDIFICADOR FLORAL HERBAL;;;359;100;1000;359;0;Gramo;Activo;68,42;24562,78
Abril;AROMAS;HUMIDIFICADOR BAMBOO;;;944;100;1000;944;0;Gramo;Activo;96,510039;91105,48
Abril;HOGAR;ELIMINADOR DE OLORES PINO GARRAFA;EO06P;;0;1;1;0;0;Unidad;Activo;46261;0
Abril;HOGAR;ELIMINADOR DE OLORES PINO GALON;EO05P;;9;3;6;9;0;Unidad;Activo;7608,821429;68479,39
Abril;HOGAR;ELIMINADOR DE OLORES PINO 1 L;EO03P;;12;2;4;12;0;Unidad;Activo;2931,608696;35179,3
Abril;HOGAR;ELIMINADOR DE OLORES PINO 500 ML;EO02P;;10;4;8;10;0;Unidad;Activo;1737,307692;17373,08
Abril;AROMAS;FRAGANCIA KIWI GR;FKW09;;-7;100;1000;-7;0;Gramo;Activo;80,4;-562,8
Abril;AROMAS;FRAGANCIA VAINILLA;;;86,19;0;0;86,19;0;Gramo;Activo;87,82;7569,21
Abril;PERFUMERIA;PERFUME BAD DIESEL MASC GR;;;164;10;250;164;0;Gramo;Activo;441,042471;72330,97
Abril;PERFUMERIA;CAJA GRANDE VS;;;-1;0;0;-1;0;Unidad;Activo;1000;-1000
Abril;PERFUMERIA;CAJA NEGRA;;;5;0;0;5;0;Unidad;Activo;1000;5000
Abril;PERFUMERIA;SPLASH CLASICO TAPA ECONOMICA VS X 250 ML;;;2;0;0;2;0;Unidad;Activo;6500;13000
Abril;PERFUMERIA;CREMA LUJO VS X 236 ML;;;0;0;0;0;0;Unidad;Activo;10000;0
Abril;PERFUMERIA;CREMA PERFUME X 250 ML;;;3;0;0;3;0;Unidad;Activo;6000;18000
Abril;PERFUMERIA;CREMA VS X 250 ML;;;3;0;0;3;0;Unidad;Activo;5375;16125
Abril;PERFUMERIA;SPLASH PERFUME X 250 ML;;;1;0;0;1;0;Unidad;Activo;7000;7000
Abril;VEHICULOS;LLANTIL X LIT C/PISTOLA;LT03P;;5;1;12;5;0;Unidad;Activo;4550,357143;22751,79
Abril;HOGAR;ELIMINADOR DE OLORES ARMONIA 1 L;EO03A;;1;0;0;1;0;Unidad;Activo;3085;3085
Abril;HOGAR;ELIMINADOR DE OLORES ARMONIA 500 ML;EO02A;;4;6;12;4;0;Unidad;Activo;1864,705882;7458,82
Abril;HOGAR;ELIMINADOR DE OLORES ARMONIA GALON;EO05A;;2;3;6;2;0;Unidad;Activo;8652;17304
Abril;HOGAR;ELIMINADOR DE OLORES ARMONIA GARRAFA;EO06A;;0;1;1;0;0;Unidad;Activo;47341;0
Abril;AROMAS;FRAGANCIA ARMONIA;MP1548;FRAGANCIA Christmas Night;-30;0;0;400;0;Gramo;Activo;72,59;-2177,7
Abril;AROMAS;DIFUSOR MARACUYA GR;;;492;100;1000;492;0;Gramo;Activo;113,043081;55617,2
Abril;EMPAQUES Y OTROS;TALQUERA MEDIANA;;;5;3;12;5;0;Unidad;Activo;1049,98;5249,9
Abril;CUIDADO PERSONAL;JABON MANOS Y CUERPO ROXANA 500 mL;JB02R;;21;0;0;21;0;Unidad;Activo;2143,117171;45005,46
Abril;CUIDADO PERSONAL;JABON MANOS Y CUERPO ROXANA 1 L;JB03R;;9;6;12;9;0;Unidad;Activo;3486,761905;31380,86
Abril;CUIDADO PERSONAL;JABON MANOS Y CUERPO ROXANA 2 L;JB04R;;7;4;10;7;0;Unidad;Activo;4502,48;31517,36
Abril;CUIDADO PERSONAL;JABON MANOS Y CUERPO ROXANA GALON;JB05R;;-2;4;12;-2;0;Unidad;Activo;8297,498012;-16595
Abril;CUIDADO PERSONAL;JABON MANOS Y CUERPO ROXANA GARRAFA;JB06R;;0;1;1;0;0;Unidad;Activo;41129;0
Abril;;FRAGANCIA SPRING;MP1563;;0;0;0;0;0;Gramo;Activo;60;0
Abril;AROMAS;LIMPIA PISOS ANTIBACTERIAL ARMONIA  1 L;LPA03A;;11;6;20;11;0;Unidad;Activo;2963;32593
Abril;AROMAS;LIMPIA PISOS ANTIBACTERIL ARMONIA GAL;LPA05A;;4;6;12;4;0;Unidad;Activo;7499,714286;29998,86
Abril;AROMAS;LIMPIA PISOS ANTIBACTERIAL ARMONIA GARRAFA;LPA06A;;0;1;2;0;0;Unidad;Activo;41563;0
Abril;VEHICULOS;LLANTIL LIBRA C/PISTOLA;LT02P;;6;6;12;6;0;Unidad;Activo;2550,356643;15302,14
Abril;AROMAS;DIFUSOR FLORAL GR;;FULLAROME FLORAL RAINBOW REED;1132;0;0;1132;0;Gramo;Activo;81,771731;92565,6
Abril;AROMAS;DIFUSOR FANTASIA GR;;FULLAROME DULCE FANTASIA;288;0;0;288;0;Gramo;Activo;72,7;20937,6
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA GARRAFA;JB06A;;0;0;0;0;0;Unidad;Activo;36632;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA GALON;JB05A;;2;5;10;2;0;Unidad;Activo;8495;16990
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA 2 L;JB04A;;6;3;6;6;0;Unidad;Activo;4745;28470
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA 1 L;JB03A;;7;4;8;7;0;Unidad;Activo;3477,5;24342,5
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA 500 ml;JB02A;;14;3;10;14;0;Unidad;Activo;1923,916667;26934,83
Abril;EMPAQUES Y OTROS;GOTERO X 30 GR;;;36;0;0;36;0;Unidad;Activo;350;12600
Abril;UTENSILIOS;BOMBA FUMIGACION ATOMIZADOR;;ATOMIZADOR FERTOX;10;2;12;10;0;Unidad;Activo;18960;189600
Abril;MUESTRAS;MUESTRA X 100 ML;;;316;24;100;316;0;Unidad;Activo;1210,173125;382414,71
Abril;MUESTRAS;MUESTRA X 100 ML;;;0;24;100;0;0;Unidad;Inactivo;1273;0
Abril;AROMAS;AMBIENTADOR SPRAY SERENITY (Gr);;;1400;100;1000;1400;0;Gramo;Activo;15,7;21980
Abril;AROMAS;AMBIENTADOR SPRAY SERENITY 60 ML;;;7;6;20;7;0;Unidad;Activo;1904;13328
Abril;AROMAS;AMBIENTADOR SPRAY SERENITY 125 ML;;;2;2;12;2;0;Unidad;Activo;3173;6346
Abril;AROMAS;AMBIENTADOR SPRAY SERENITY 250 ML;;;2;2;6;2;0;Unidad;Activo;5455;10910
Abril;PERFUMERIA;PERFUME  HARAMAIN AMBER CUD;;;238;0;0;238;0;Gramo;Activo;570;135660
Abril;PERFUMERIA;PERFUME OUD FOR GLORY;;;100;0;0;100;0;Gramo;Activo;570;57000
Abril;PERFUMERIA;PERFUME OUD FOR AMETHYTS;;;100;0;0;100;0;Gramo;Activo;570;57000
Abril;PERFUMERIA;PERFUME SANTAL 33;;;88;0;0;88;0;Gramo;Activo;570;50160
Abril;PERFUMERIA;PERFUME ARABIAN?S TONKA;;;100;0;0;100;0;Gramo;Activo;570;57000
Abril;PERFUMERIA;PERFUME ILFEMME ILMIN;;;100;0;0;100;0;Gramo;Activo;570;57000
Abril;PERFUMERIA;PERFUME YARA LATAFFA;;;100;0;0;100;0;Gramo;Activo;570;57000
Abril;PERFUMERIA;PERFUME YARA TOUS;;;100;0;0;100;0;Gramo;Activo;570;57000
Abril;PERFUMERIA;PERFUMERIA 9 PM POUR FEMME AFNAN;;;100;0;0;100;0;Gramo;Activo;570;57000
Abril;PERFUMERIA;CAJA  LUJO  PERFUMERIA;;;280;0;0;280;0;Unidad;Activo;2950;826000
Junio;EMPAQUES Y OTROS;GARRAFA;;;0;0;0;0;0;Unidad;Activo;5900;0
Junio;EMPAQUES Y OTROS;GALON;;;-10;0;0;227;0;Unidad;Activo;1399,061923;-13990,62
Junio;EMPAQUES Y OTROS;1 LIT C/PISTOLA;;;-2;10;30;-2;0;Unidad;Inactivo;1232,895738;-2465,79
Junio;EMPAQUES Y OTROS;PETT 500 ML C/PISTOLA;;;-24;10;30;-24;0;Unidad;Inactivo;1217,666667;-29224
Junio;EMPAQUES Y OTROS;JABONERO LIT C/CREMERA;;;0;6;20;0;0;Unidad;Activo;1857;0
Junio;EMPAQUES Y OTROS;JABONERO 500 mL C/CREMERA;;;-10;6;20;-10;0;Unidad;Activo;1307;-13070
Junio;EMPAQUES Y OTROS;JABONERO 300 ML C/CREMERA;;;0;0;0;0;0;Unidad;Activo;1184;0
Junio;EMPAQUES Y OTROS;PETT 250 ML C/TAPA;;;5;10;30;5;0;Unidad;Activo;586;2930
Junio;EMPAQUES Y OTROS;PETT 125 ML C/TAPA;;;-61;10;30;-61;0;Unidad;Activo;533,93105;-32569,79
Junio;EMPAQUES Y OTROS;PETT 60 ML;;;1;10;30;1;0;Unidad;Activo;300;300
Junio;EMPAQUES Y OTROS;ENVASE MUESTRA X 30 ML;;;28;30;100;28;0;Unidad;Activo;200;5600
Junio;EMPAQUES Y OTROS;CREMERA;;;-2;10;20;287;0;Unidad;Activo;446,782327;-893,56
Junio;EMPAQUES Y OTROS;500 BLANCO C/TAPA;;;0;0;0;0;0;Unidad;Activo;350;0
Junio;EMPAQUES Y OTROS;FRASCO AMPOLLETA X 25ML;;;-573,48;50;300;-573,48;0;Unidad;Activo;299,489815;-171751,42
Junio;EMPAQUES Y OTROS;DIFUSOR X 60 ML;;;239;50;300;239;0;Unidad;Activo;598,157429;142959,63
Junio;EMPAQUES Y OTROS;FRASCO VIDRIO X 60 ML;;;-73;50;300;-73;0;Unidad;Activo;491,962359;-35913,25
Junio;EMPAQUES Y OTROS;DIFUSOR LUJO;;;41;5;30;41;0;Unidad;Activo;1622,135922;66507,57
Junio;EMPAQUES Y OTROS;TALQUERA PEQUE¥A;;;9;6;12;9;0;Unidad;Activo;823,076923;7407,69
Junio;EMPAQUES Y OTROS;FRASCO BALSAMO/SHAMPO X 500 ML;;;7;6;12;7;0;Unidad;Activo;800;5600
Junio;EMPAQUES Y OTROS;ENVASE CREMA X 125 ML;;;9;6;12;9;0;Unidad;Activo;1100;9900
Junio;EMPAQUES Y OTROS;TAPA CREMERA DORADA;;;238;50;200;238;0;Unidad;Activo;121;28798
Junio;EMPAQUES Y OTROS;FRASCO SPRAY X 30ML;;;4;12;24;4;0;Unidad;Activo;576;2304
Junio;EMPAQUES Y OTROS;FRASCO SPRAY X 60 ML;;;1;10;30;1;0;Unidad;Activo;729,463586;729,46
Junio;EMPAQUES Y OTROS;FRASCO SPRAY  X 125 ML;;;11;10;30;11;0;Unidad;Activo;938,674997;10325,42
Junio;EMPAQUES Y OTROS;FRASCO SPRAY X 250 ML;;;7;10;30;7;0;Unidad;Activo;1219,84;8538,88
Junio;EMPAQUES Y OTROS;1/2 GALON;;;-5;0;0;20;0;Unidad;Activo;800,000032;-4000
Junio;EMPAQUES Y OTROS;PISTOLA;;;-62;10;20;192;0;Unidad;Activo;390,956943;-24239,33
Junio;EMPAQUES Y OTROS;ENVASE GEL X 300;;;0;1;5;36;0;Unidad;Activo;743,053216;0
Junio;EMPAQUES Y OTROS;ENVASE GEL X 600;;;0;1;5;11;0;Unidad;Activo;1217,4;0
Junio;EMPAQUES Y OTROS;TAMBOR;;;0;0;0;1;0;Unidad;Activo;70000;0
Junio;EMPAQUES Y OTROS;TARRO VASELINA X 200 GR;;;0;0;0;22;0;Unidad;Activo;200;0
Junio;EMPAQUES Y OTROS;TARRO VASELINA X 60 GR;;;0;0;0;20;0;Unidad;Activo;250;0
Junio;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 125ML;AS00BM;;-4;2;4;-4;0;Unidad;Activo;2681;-10724
Junio;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 250ML;AS01BM;;0;1;2;0;0;Unidad;Activo;4980;0
Junio;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 500ML;AS02BM;;0;1;1;0;0;Unidad;Activo;5824;0
Junio;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 60ML TORNIPERNOS;AS08BM;;0;2;10;0;0;Unidad;Inactivo;1597;0
Junio;AROMAS;AMBIENTADOR SPRAY CANELA MANZANA 125ML;AS00CM;;0;0;0;0;0;Unidad;Inactivo;2786;0
Junio;AROMAS;AMBIENTADOR SPRAY CANELA MANZANA 250ML;AS01CM;;0;0;0;0;0;Unidad;Inactivo;3577;0
Junio;AROMAS;AMBIENTADOR SPRAY CANELA MANZANA 500ML;AS02CM;;0;0;0;0;0;Unidad;Inactivo;5824;0
Junio;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJOS 125ML;AS00FR;;-3;2;4;-3;0;Unidad;Activo;2880,869946;-8642,61
Junio;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJO 250ML;AS01FR;;-1;1;2;-1;0;Unidad;Activo;5227,540834;-5227,54
Junio;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJO 500ML;AS02FR;;0;0;0;0;0;Unidad;Activo;5824;0
Junio;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJO 60ML TORNIPERNOS;AS08FR;;0;5;10;0;0;Unidad;Inactivo;1597;0
Junio;AROMAS;AMBIENTADOR SPRAY TALCO 125ML;AS00TB;;0;2;4;0;0;Unidad;Activo;2620,571429;0
Junio;AROMAS;AMBIENTADOR SPRAY TALCO 250ML;AS01TB;;4;1;2;4;0;Unidad;Activo;4949,36;19797,44
Junio;AROMAS;AMBIENTADOR SPRAY TALCO 500ML;AS02TB;;0;1;2;0;0;Unidad;Activo;5824;0
Junio;AROMAS;AMBIENTADOR SPRAY TALCO BB 60ML TORNIPERNOS;AS08TB;;0;5;10;0;0;Unidad;Inactivo;1597;0
Junio;AROMAS;AMBIENTADOR SPRAY FRESA 60ML TORNIPERNOS;AS08F;;0;0;0;0;0;Unidad;Inactivo;1597;0
Junio;AROMAS;AMBIENTADOR SPRAY CHICLE 60ML TORNIPERNOS;AS08CH;;0;0;0;0;0;Unidad;Inactivo;1597;0
Junio;AROMAS;AMBIENTADOR SPRAY CARRO PERFUMADO 60ML TORNIPERNOS;AS08CPF;;0;0;0;0;0;Unidad;Inactivo;1150;0
Junio;AROMAS;AMBIENTADOR SPRAY FRUTAS AMAZONICAS 60 ML TORNIPERNOS;AS08N;;0;0;0;0;0;Unidad;Inactivo;1597;0
Junio;ROPA;BLANQUEADOR 1 L;BL03;;0;13;26;0;0;Unidad;Activo;1484;0
Junio;ROPA;BLANQUEADOR GALON;BL05;;26;22;44;26;0;Unidad;Activo;4548,411434;118258,7
Junio;ROPA;BLANQUEADOR GARRAFA;BL06;;6;3;6;6;0;Unidad;Activo;17482,5017;104895,01
Junio;HOGAR;CERA AUTOBRILLANTE 500 ML;C02;;9;3;6;9;0;Unidad;Activo;1897,356043;17076,2
Junio;HOGAR;CERA AUTOBRILLANTE 1 LIT;C03;;16;2;4;16;0;Unidad;Activo;3207,577966;51321,25
Junio;HOGAR;CERA AUTOBRILLANTE 2 LIT;C04;;1;0;0;1;0;Unidad;Activo;4841,333333;4841,33
Junio;HOGAR;CERA AUTOBRILLANTE GALON;C05;;6;3;6;6;0;Unidad;Activo;9094,877273;54569,26
Junio;HOGAR;CERA AUTOBRILLANTE GARRAFA;C06;;0;0;0;0;0;Unidad;Activo;33203;0
Junio;VEHICULOS;DESENGRASANTE MULTIPROPOSITO 1 L;DG03;;6;3;6;6;0;Unidad;Activo;3074,450494;18446,7
Junio;VEHICULOS;DESENGRASANTE MULTIPROPOSITO 2 L;DG04;;8;1;2;8;0;Unidad;Activo;4877,953145;39023,63
Junio;VEHICULOS;DESENGRASANTE MULTIPROPOSITO GALON;DG05;;14;9;18;14;0;Unidad;Activo;8505,946662;119083,25
Junio;VEHICULOS;DESENGRASANTE MULTIPROPOSITO GARRAFA;DG06;;0;3;6;0;0;Unidad;Activo;42348,4;0
Junio;ROPA;DETERGENTE LIQUIDO 1L;DM03;;9;8;16;9;1;Unidad;Activo;3451;31059
Junio;ROPA;DETERGENTE LIQUIDO 2L;DM04;;10;5;10;10;0;Unidad;Activo;5338,989519;53389,9
Junio;ROPA;DETERGENTE LIQUIDO GALON;DM05;;31;22;44;31;0;Unidad;Activo;9183,265504;284681,23
Junio;ROPA;DETERGENTE LIQUIDO GARRAFA;DM06;;4;4;8;4;0;Unidad;Activo;42633;170532
Junio;HOGAR;DESMANCHADOR DE PISOS 500 mL.;DP02;;17;3;6;17;0;Unidad;Activo;1300,55;22109,35
Junio;HOGAR;DESMANCHADOR DE PISOS 1 L;DP03;;34;5;10;34;1;Unidad;Activo;2348,377618;79844,84
Junio;HOGAR;DESMANCHADOR DE PISOS 2 L;DP04;;15;3;6;15;0;Unidad;Activo;3435;51525
Junio;HOGAR;DESMANCHADOR DE PISOS GALON;DP05;;35;9;18;35;0;Unidad;Activo;5797,646402;202917,62
Junio;HOGAR;DESMANCHADOR DE PISOS GARRAFA;DP06;;3;1;2;3;0;Unidad;Activo;26886;80658
Junio;ROPA;DESMANCHADOR ROPA COLOR 500 ML;RC02;;0;2;4;0;0;Unidad;Inactivo;927;0
Junio;ROPA;DESMANCHADOR ROPA COLOR LIT;RC03;;6;6;12;6;0;Unidad;Activo;2719;16314
Junio;ROPA;DESMANCHADOR ROPA COLOR 2 LIT;RC04;;14;0;0;14;0;Unidad;Activo;3866,336306;54128,71
Junio;ROPA;DESMANCHADOR ROPA COLOR GALON;RC05;;8;4;8;8;0;Unidad;Activo;5552,407687;44419,26
Junio;ROPA;DESMANCHADOR ROPA COLOR GARRAFA;RC06;;0;1;2;0;0;Unidad;Activo;26784;0
Junio;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS 500 ML;EO02;;-20;4;8;-20;0;Unidad;Activo;1590,319249;-31806,38
Junio;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS 1 L;EO03;;2;2;4;2;0;Unidad;Activo;3182,840541;6365,68
Junio;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS GALON;EO05;;-14;3;6;-14;0;Unidad;Activo;8583,444444;-120168,22
Junio;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS GARRAFA;EO06;;0;1;2;0;0;Unidad;Activo;33474;0
Junio;HOGAR;ELIMINADOR DE OLORES LAVANDA 500 ML;EO02L;;13;2;4;13;0;Unidad;Activo;1793,286212;23312,72
Junio;HOGAR;ELIMINADOR DE OLORES LAVANDA 1 L;EO03L;;9;3;6;9;0;Unidad;Activo;2977,493076;26797,44
Junio;HOGAR;ELIMINADOR DE OLORES LAVANDA GALON;EO05L;;11;7;10;11;0;Unidad;Activo;7639;84029
Junio;HOGAR;ELIMINADOR DE OLORES LAVANDA GARRAFA;EO06L;;0;1;2;0;0;Unidad;Activo;35079,33;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 300 mL;JB01FR;;0;1;2;0;0;Unidad;Activo;959,985714;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 500 mL;JB02FR;;10;5;10;10;0;Unidad;Activo;2219,940339;22199,4
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 1 L;JB03FR;;12;4;8;12;0;Unidad;Activo;3505,969735;42071,64
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 2 L;JB04FR;;6;3;6;6;0;Unidad;Activo;5031,245333;30187,47
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS GALON;JB05FR;;24;5;10;24;0;Unidad;Activo;9312,499493;223499,99
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS GARRAFA;JB06FR;;-1;1;2;-1;0;Unidad;Activo;40013;-40013
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 300 mL;JB01MV;;0;1;2;0;0;Unidad;Activo;1056,066116;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 500 mL;JB02MV;;-9;3;6;-9;0;Unidad;Activo;2056,18968;-18505,71
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 1 L;JB03MV;;1;2;4;1;0;Unidad;Activo;3481,401002;3481,4
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 2 L;JB04MV;;0;0;0;0;0;Unidad;Activo;4254,129999;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE GALON;JB05MV;;7;3;6;7;0;Unidad;Activo;7843,061018;54901,43
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE GARRAFA;JB06MV;;0;1;2;0;0;Unidad;Activo;40133;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 300 mL;JB01D;;0;0;0;0;0;Unidad;Inactivo;954,158782;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 500 mL;JB02D;;0;3;6;0;0;Unidad;Inactivo;1865;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 1 L;JB03D;;0;1;2;0;0;Unidad;Inactivo;3207,531276;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 2 L;JB04D;;0;1;2;0;0;Unidad;Inactivo;5022,75;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO GALON;JB05D;;0;2;4;0;0;Unidad;Inactivo;8923;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO GARRAFA;JB06D;;0;1;2;0;0;Unidad;Inactivo;45429;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL  AVENA 300 mL;JBA01A;;0;0;0;0;0;Unidad;Activo;1140,290618;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL AVENA 500 mL;JBA02A;;0;3;6;0;0;Unidad;Inactivo;1953,898312;0
Junio;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL AVENA 1 L;JBA03A;;0;2;4;0;0;Unidad;Inactivo;3627,170973;0
