Mes;Categor¡a;?tem;Referencia;Descripci¢n;Cantidad en Principal;Cantidad m¡nima en Principal;Cantidad m xima en Principal;Cantidad total;Cantidad en remisiones;Unidad;Estado;Costo promedio;Total
Mayo;PERFUMERIA;FRASCO PERFUME BIG MONZA 100 ML;FP09;;-1;0;0;-1;0;Unidad;Activo;3113,846154;-3113,85
Mayo;PERFUMERIA;FRASCO PERFUME SILK 110 ML;FP10;;-2;0;0;-2;0;Unidad;Activo;4326,875;-8653,75
Mayo;PERFUMERIA;GOTERO X 10 GR;GT00;;137;0;0;137;0;Unidad;Activo;267,119176;36595,33
Mayo;PERFUMERIA;CAJA LOCION TRINITY X 30 ML DAMA;CJ07;;-33;0;0;-33;0;Unidad;Activo;356,680394;-11770,45
Mayo;PERFUMERIA;CAJA LOCION MONZA X 60 ML DAMA;CJ08;;-9;0;0;-9;0;Unidad;Activo;450;-4050
Mayo;PERFUMERIA;CAJA LOCION PLATEADA X 60 ML;CJ08L;;0;0;0;0;0;Unidad;Activo;640;0
Mayo;PERFUMERIA;CAJA LOCION BIG MONZA X 100 ML DAMA;CJ09;;0;0;0;0;0;Unidad;Activo;570;0
Mayo;PERFUMERIA;CAJA REGALO PERFUMERIA;;;10;0;0;10;0;Unidad;Activo;700;7000
Mayo;PERFUMERIA;ALCOHOL PERFUMERIA GR;AP09;;8041,7;1000;20000;8041,7;0;Gramo;Activo;11,431546;91929,06
Mayo;PERFUMERIA;ALCOHOL PERFUMERIA 125 ML;AP00;;0;0;0;0;0;Unidad;Inactivo;1589;0
Mayo;PERFUMERIA;ALCOHOL PERFUMERIA 250 ML;AP01;;-4;0;0;-4;0;Unidad;Inactivo;2979;-11916
Mayo;PERFUMERIA;ALCOHOL PERFUMERIA BOTELLA 500 ML;AP02;;-2;0;0;-2;0;Unidad;Inactivo;6729;-13458
Mayo;PERFUMERIA;ALCOHOL PERFUMERIA MEDIO GAL;AP04;;0;0;0;0;0;Unidad;Activo;16072;0
Mayo;PERFUMERIA;ALCOHOL PERFUMERIA GAL;AP05;;0;0;0;0;0;Unidad;Activo;32143;0
Mayo;PERFUMERIA;FEROMONAS GR;FE09;;617;30;500;617;0;Gramo;Activo;117,004966;72192,06
Mayo;QUIMICOS;FEROMONAS 25 GR ONZA;FE07;;-6;0;0;-6;0;Unidad;Inactivo;2375;-14250
Mayo;PERFUMERIA;REPLICA GOOD GIRL/INVICTUS;;;0;0;0;0;0;Unidad;Activo;41000;0
Mayo;PERFUMERIA;REPLICA OTROS PERFUMES;;;0;0;0;0;0;Unidad;Activo;50800;0
Mayo;PERFUMERIA;PERFUME 212 MASC GR;212M09;;93;30;250;93;0;Gramo;Activo;433,059498;40274,53
Mayo;PERFUMERIA;PERFUME 212 VIP MASC GR;212VM09;;-8;30;250;-8;0;Gramo;Activo;432,234565;-3457,88
Mayo;PERFUMERIA;PERFUME 212 VIP WILD PARTY MASC GR;212VWPM09;;419;30;250;419;0;Gramo;Activo;440,061455;184385,75
Mayo;PERFUMERIA;PERFUME 212 VIP BLACK MASC GR;212VBM09;;202;30;250;202;0;Gramo;Activo;437,821624;88439,97
Mayo;PERFUMERIA;PERFUME 360 MASC GR;360M09;;108;30;250;108;0;Gramo;Activo;440,282918;47550,56
Mayo;PERFUMERIA;PERFUME ANGEL MASC GR;AM09;;306;30;250;306;0;Gramo;Activo;441,186202;135002,98
Mayo;PERFUMERIA;PERFUME ARSENAL MASC GR;AAM09;;37;30;250;37;0;Gramo;Activo;471;17427
Mayo;PERFUMERIA;PERFUME BAD BOY MASC GR;BBM09;;300;30;250;300;0;Gramo;Activo;436,14554;130843,66
Mayo;PERFUMERIA;PERFUME BE A LEGEND MASC  GR;BAM09;;134;30;250;134;0;Gramo;Activo;429,642038;57572,03
Mayo;PERFUMERIA;PERFUME BLACK XS MASC GR;XSM09;;106;30;250;106;0;Gramo;Activo;444,548304;47122,12
Mayo;PERFUMERIA;PERFUME BLUE SEDUCTION MASC GR;BLSM09;;286;30;250;286;0;Gramo;Activo;432,316454;123642,51
Mayo;PERFUMERIA;PERFUME BLV BULGARY MASC GR;BLVBM09;;222;30;250;222;0;Gramo;Activo;441,186427;97943,39
Mayo;PERFUMERIA;PERFUME BOSS MASC GR;BM09;;217;30;250;217;0;Gramo;Activo;440,622777;95615,14
Mayo;PERFUMERIA;PERFUME BOSS ORANGE MASC GR;BOM09;;4,8;30;250;4,8;0;Gramo;Activo;426,600073;2047,68
Mayo;PERFUMERIA;PERFUME BOSS UNLIMITED MASC GR;BUM09;;226;30;250;226;0;Gramo;Activo;420,892735;95121,76
Mayo;PERFUMERIA;PERFUME CAROLINA HERRERA MASC GR;CHM09;;34,5;30;250;34,5;0;Gramo;Activo;440,042859;15181,48
Mayo;PERFUMERIA;PERFUME CH AFRICA MASC GR;CHAM09;;250;30;250;250;0;Gramo;Activo;471;117750
Mayo;PERFUMERIA;PERFUME DIESEL BLANCA MASC GR;DSM09;;94;30;250;94;0;Gramo;Activo;439,168319;41281,82
Mayo;PERFUMERIA;PERFUME DOLCE GABBANA MASC GR;D&GM09;;250;30;250;250;0;Gramo;Activo;470;117500
Mayo;PERFUMERIA;PERFUME EROS VERSACE MASC GR;EVM09;;255;30;250;255;0;Gramo;Activo;437,5086;111564,69
Mayo;PERFUMERIA;PERFUME ETERNITY MASC GR;EM09;;185;30;250;185;0;Gramo;Activo;438,750454;81168,83
Mayo;PERFUMERIA;PERFUME FACONNABLE MASC GR;FM09;;2;30;250;2;0;Gramo;Activo;454,212454;908,42
Mayo;PERFUMERIA;PERFUME FARENHEITH MASC GR;FRM09;;57,5;30;250;57,5;0;Gramo;Activo;439,796696;25288,31
Mayo;PERFUMERIA;PERFUME FERRARI MASC GR;FEM09;;69;30;250;69;0;Gramo;Activo;450;31050
Mayo;PERFUMERIA;PERFUME GIVENCHY BLUE MASC GR;GBM09;;262;30;250;262;0;Gramo;Activo;431,833038;113140,26
Mayo;PERFUMERIA;PERFUME HUGO BOSS MASC GR;HBM09;;433;30;250;433;0;Gramo;Activo;439,99999;190520
Mayo;PERFUMERIA;PERFUME INSURRECTION MASC GR;INSUM09;;144,5;30;250;144,5;0;Gramo;Activo;440;63580
Mayo;PERFUMERIA;PERFUME INVICTUS MASC GR;INVM09;;321,6;30;250;321,6;0;Gramo;Activo;440,000035;141504,01
Mayo;PERFUMERIA;PERFUME ISSEY MIYAKE MASC GR;IMM09;;181;30;250;181;0;Gramo;Activo;439,96927;79634,44
Mayo;PERFUMERIA;PERFUME ISSEY SHADE OF LAGOON MASC GR;IMSLM09;;68,5;30;250;68,5;0;Gramo;Activo;440;30140
Mayo;PERFUMERIA;PERFUME JEAN PAUL GAULTIER MASC GR;JPGM09;;164;30;250;164;0;Gramo;Activo;437,594045;71765,42
Mayo;PERFUMERIA;PERFUME LACOSTE RED MASC GR;LRM09;;22;30;250;22;0;Gramo;Activo;359,327552;7905,21
Mayo;PERFUMERIA;PERFUME LACOSTE WHITE MASC GR;LWM09;;132,5;30;250;132,5;0;Gramo;Activo;440;58300
Mayo;PERFUMERIA;PERFUME LACOSTE WHITE NOIR MASC GR;LWNM09;;238;30;250;238;0;Gramo;Activo;440,004589;104721,09
Mayo;PERFUMERIA;PERFUME LAPIDUS MASC GR;LPM09;;251;30;250;251;0;Gramo;Activo;438,862928;110154,59
Mayo;PERFUMERIA;PERFUME LEGACY CR7 MASC GR;LM09;;189;30;250;189;0;Gramo;Activo;440,564062;83266,61
Mayo;PERFUMERIA;PERFUME NAUTICA VOYAGE MASC GR;NVM09;;284;30;250;284;0;Gramo;Activo;437,970744;124383,69
Mayo;PERFUMERIA;PERFUME ONE MILLION MASC GR;1MM09;;-116;30;250;-116;0;Gramo;Activo;440,001969;-51040,23
Mayo;PERFUMERIA;PERFUME ONE MILLION LUCKY MASC GR;1MLM09;;200,4;30;250;200,4;0;Gramo;Activo;440,104128;88196,87
Mayo;PERFUMERIA;PERFUME PARIS HILTON MASC GR;PHM09;;167;30;250;167;0;Gramo;Activo;445,164532;74342,48
Mayo;PERFUMERIA;PERFUME POLO RED MASC GR;LPRM09;;262;30;250;262;0;Gramo;Activo;440,417892;115389,49
Mayo;PERFUMERIA;PERFUME PURE XS MASC GR;XSPM09;;-165,5;30;250;-165,5;0;Gramo;Activo;440,047024;-72827,78
Mayo;PERFUMERIA;PERFUME SILVER MOUNTAIN MASC GR;SMM09;;271;30;250;271;0;Gramo;Activo;436,355959;118252,46
Mayo;PERFUMERIA;PERFUME SOLO LOEWE MASC GR;SM09;;73,5;30;250;73,5;0;Gramo;Activo;432,947403;31821,63
Mayo;PERFUMERIA;PERFUME SPIRIT OF THE BRAVE MASC GR;SBM09;;-7;30;250;-7;0;Gramo;Activo;440,248006;-3081,74
Mayo;PERFUMERIA;PERFUME STAR WALKER MASC GR;SWM09;;122,5;30;250;122,5;0;Gramo;Activo;426,948915;52301,24
Mayo;PERFUMERIA;PERFUME TOMMY MASC GR;TM09;;210;30;250;210;0;Gramo;Activo;440,080682;92416,94
Mayo;PERFUMERIA;PERFUME ZLATAN IBRAHIMOVIC MASC GR;ZIM09;;73,5;30;250;73,5;0;Gramo;Activo;453,332578;33319,94
Mayo;PERFUMERIA;PERFUME 212 VIP ROSE FEM GR;212VRF09;;132;30;250;132;0;Gramo;Activo;440,003962;58080,52
Mayo;PERFUMERIA;PERFUME 360 FEM GR;360F09;;14;30;250;14;0;Gramo;Activo;440,00015;6160
Mayo;PERFUMERIA;PERFUME ANGEL  FEM GR;AF09;;142,5;30;250;142,5;0;Gramo;Activo;441,947908;62977,58
Mayo;PERFUMERIA;PERFUME BULGARI OMNIA CRISTAL  FEM GR;BOF09;;185;30;250;185;0;Gramo;Activo;435,928159;80646,71
Mayo;PERFUMERIA;PERFUME BURBERRY  FEM GR;BBF09;;252;30;250;252;0;Gramo;Activo;429,600284;108259,27
Mayo;PERFUMERIA;PERFUME CAN CAN FEM GR;CCF09;;220;30;250;220;0;Gramo;Activo;428,866893;94350,72
Mayo;PERFUMERIA;PERFUME CAN CAN BURLESQUE FEM GR;CCBF09;;275,5;30;250;275,5;0;Gramo;Activo;441,568404;121652,1
Mayo;PERFUMERIA;PERFUME CAROLINA HERRERA FEM GR;CHF09;;1;30;250;1;0;Gramo;Activo;428,08988;428,09
Mayo;PERFUMERIA;PERFUME CH FEM GR;;;334;30;250;334;0;Gramo;Activo;434,230446;145032,97
Mayo;PERFUMERIA;PERFUME COCONUT PASSION VS FEM GR;CPVSF09;;121;30;250;121;0;Gramo;Activo;413,554166;50040,05
Mayo;PERFUMERIA;PERFUME FANTASY FEM GR;FNF09;;210,5;30;250;210,5;0;Gramo;Activo;451,438876;95027,88
Mayo;PERFUMERIA;PERFUME GOOD GIRL FEM GR;GGF09;;159;30;250;159;0;Gramo;Activo;440;69960
Mayo;PERFUMERIA;PERFUME HEIRESS FEM GR;HF09;;66,5;30;250;66,5;0;Gramo;Activo;445,66648;29636,82
Mayo;PERFUMERIA;PERFUME HUGO BOSS FEM GR;HBF09;;-60;30;250;-60;0;Gramo;Activo;468,922291;-28135,34
Mayo;PERFUMERIA;PERFUME J?ADOR FEM GR;JF09;;57;30;250;57;0;Gramo;Activo;467,82309;26665,92
Mayo;PERFUMERIA;PERFUME JEAN PAUL GAULTIER FEM GR;JPGF09;;-1;30;250;-1;0;Gramo;Activo;440,046545;-440,05
Mayo;PERFUMERIA;PERFUME LA VIE EST BELLE FEM GR;LVBF09;;292;30;250;292;0;Gramo;Activo;429,415239;125389,25
Mayo;PERFUMERIA;PERFUME LADY MILLION FEM GR;LMF09;;275;30;250;275;0;Gramo;Activo;471;129525
Mayo;PERFUMERIA;PERFUME LIGHT BLUE FEM GR;LBF09;;269;30;250;269;0;Gramo;Activo;429,802418;115616,85
Mayo;PERFUMERIA;PERFUME LOLITA LEMPICKA FEM GR;LLF09;;52;30;250;52;0;Gramo;Activo;408,881103;21261,82
Mayo;PERFUMERIA;PERFUME LOVE OF PINK FEM GR;LOPF09;;0;30;250;0;0;Gramo;Activo;500;0
Mayo;PERFUMERIA;PERFUME MAD ABOUT YOU FEM GR;MAYF09;;177;30;250;177;0;Gramo;Activo;444,701218;78712,12
Mayo;PERFUMERIA;PERFUME OLYMPEA FEM GR;OF09;;25;30;250;25;0;Gramo;Activo;395,75067;9893,77
Mayo;PERFUMERIA;PERFUME PASSPORT FEM GR;PPHF09;;262;30;250;262;0;Gramo;Activo;437,702221;114677,98
Mayo;PERFUMERIA;PERFUME PARIS HILTON FEM GR;PHF09;;44;30;250;44;0;Gramo;Activo;376,873691;16582,44
Mayo;PERFUMERIA;PERFUME ROCK SHAKIRA FEM GR;RSF09;;215;30;250;215;0;Gramo;Activo;434,953488;93515
Mayo;PERFUMERIA;PERFUME SOFIA VERGARA FEM GR;SF09;;119,5;30;250;119,5;0;Gramo;Activo;421,045298;50314,91
Mayo;PERFUMERIA;PERFUME TOMMY FEM GR;TF09;;-67,5;30;250;-67,5;0;Gramo;Activo;571,784533;-38595,46
Mayo;HOGAR;ACIDO BORICO  1/4 LIBRA;AB00;;3;5;10;3;0;Unidad;Activo;1242,457423;3727,37
Mayo;HOGAR;ACIDO BORICO 1/2 LIBRA;AB01;;10;6;12;10;0;Unidad;Activo;2412,5538;24125,54
Mayo;HOGAR;ACIDO BORICO LB;AB02;;1;4;8;1;0;Unidad;Activo;4581,285714;4581,29
Mayo;HOGAR;ACIDO BORICO KG;AB03;;0;6;12;0;0;Unidad;Activo;5853;0
Mayo;CUIDADO PERSONAL;ALCANFOR  1/4 LIBRA;AL00;;0;1;2;0;0;Unidad;Activo;6300,4495;0
Mayo;CUIDADO PERSONAL;ALCANFOR 1/2 LIBRA;AL01;;0;0;0;0;0;Unidad;Activo;12500;0
Mayo;CUIDADO PERSONAL;ALCANFOR LB;AL02;;0;0;0;0;0;Unidad;Activo;25000;0
Mayo;CUIDADO PERSONAL;ALCANFOR KG;AL03;;0;0;0;0;0;Unidad;Activo;50000;0
Mayo;CUIDADO PERSONAL;ALCANFOR GR;AL09;;0;35;70;0;0;Gramo;Activo;53,551403;0
Mayo;CUIDADO PERSONAL;ALCANFORINA  1/4 LIBRA;ALP00;;0;0;0;0;0;Unidad;Activo;3125;0
Mayo;CUIDADO PERSONAL;ALCANFORINA 1/2 LIBRA;ALP01;;0;0;0;0;0;Unidad;Activo;6250;0
Mayo;CUIDADO PERSONAL;ALCANFORINA LB;ALP02;;0;0;0;0;0;Unidad;Activo;12500;0
Mayo;CUIDADO PERSONAL;ALCANFORINA KG;ALP03;;0;0;0;0;0;Unidad;Activo;25000;0
Mayo;CUIDADO PERSONAL;ALCANFORINA 12 BOLAS(46GR);ALP09;;0;0;0;0;0;Unidad;Activo;1150;0
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% 125GR;AE00;;0;0;0;0;0;Unidad;Activo;997;0
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% 250 ML;AE01;;0;0;0;0;0;Unidad;Activo;1401;0
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% 500 ML;AE02;;10;5;10;10;0;Unidad;Activo;3314,821875;33148,22
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% LIT;AE03;;6;3;6;6;0;Unidad;Activo;5777,821588;34666,93
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% MEDIO GAL;AE04;;0;2;4;0;0;Unidad;Activo;9477;0
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% GAL;AE05;;-6;6;12;-6;0;Unidad;Activo;16056,29085;-96337,75
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% GR;AE09;;-836;85;900;-836;0;Gramo;Activo;6,189689;-5174,58
Mayo;DESINFECCION;ALCOHOL ETILICO AL 96% GARRAFA;AE06;;0;0;0;0;0;Unidad;Activo;70000;0
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO 60 ML;AG08;;0;3;6;0;0;Unidad;Activo;1009,241119;0
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO 125 ML;AG00;;4;0;0;4;0;Unidad;Activo;1837,5;7350
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO X 500 ML C/P;AG02;;4;3;6;4;0;Unidad;Activo;3358,522238;13434,09
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO LIT;AG03;;4;6;12;4;0;Unidad;Activo;4936,3;19745,2
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO 1/2 GAL;AG04;;2;1;2;2;0;Unidad;Activo;8426;16852
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO GAL;AG05;;0;9;18;0;0;Unidad;Activo;14808,83333;0
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO GARRAFA;AG06;;0;2;4;0;0;Unidad;Activo;70695;0
Mayo;CUIDADO PERSONAL;ALCOHOL GLICERINADO GR;AG09;;-15;118;236;-15;0;Gramo;Activo;5,08;-76,2
Mayo;DESINFECCION;ANTIBACTERIAL SUPERFICIES X SPRAY 125 ML;AA00;;0;0;0;0;0;Unidad;Activo;1391;0
Mayo;DESINFECCION;ANTIBACTERIAL SUPERFICIES X SPRAY 250ML;AA01;;0;0;0;0;0;Unidad;Activo;1988;0
Mayo;DESINFECCION;ANTIBACTERIAL SUPERFICIES 500ML;AA02;;0;1;2;0;0;Unidad;Activo;2506;0
Mayo;DESINFECCION;ANTIBACTERIAL SUPERFICIES LIT;AA03;;0;1;2;0;0;Unidad;Activo;3828,668333;0
Mayo;DESINFECCION;ANTIBACTERIAL SUPERFICIES X SPRAY 60 ML;AA08;;0;0;0;0;0;Unidad;Activo;1165;0
Mayo;DESINFECCION;ANTIBACTERIAL SUPERFICIES GAL;AA05;;0;3;6;0;0;Unidad;Activo;15077,81786;0
Mayo;DESINFECCION;ANTIBACTERIAL SUPERFICIES GARRAFA;AA06;;0;1;2;0;0;Unidad;Activo;58709;0
Mayo;HOGAR;ACIDO OXALICO  1/4 LIBRA;AO00;;1;3;6;1;0;Unidad;Activo;1051,334036;1051,33
Mayo;HOGAR;ACIDO OXALICO 1/2 LIBRA;AO01;;17;3;6;17;0;Unidad;Activo;1941,333333;33002,67
Mayo;HOGAR;ACIDO OXALICO LB;AO02;;-4;2;4;-4;0;Unidad;Activo;3847;-15388
Mayo;HOGAR;ACIDO OXALICO KG;AO03;;-2;3;6;-2;0;Unidad;Activo;6807,765923;-13615,53
Mayo;CUIDADO PERSONAL;AZUFRE 1/4 LIBRA;AZ00;;0;1;2;0;0;Unidad;Activo;471,722273;0
Mayo;CUIDADO PERSONAL;AZUFRE 1/2 LIBRA;AZ01;;0;3;6;0;0;Unidad;Activo;887,751667;0
Mayo;CUIDADO PERSONAL;AZUFRE LB;AZ02;;0;1;2;0;0;Unidad;Activo;1700;0
Mayo;CUIDADO PERSONAL;AZUFRE X KG;AZ03;;0;0;0;0;0;Unidad;Activo;3400;0
Mayo;CUIDADO PERSONAL;VASO AZUFRE;VA00;;9;2;12;9;0;Unidad;Activo;1985,294118;17867,65
Mayo;CUIDADO PERSONAL;PIEDRA AZUFRE;PA00;;14;2;12;14;0;Unidad;Activo;1499,460788;20992,45
Mayo;ROPA;BICARBONATO DE SODIO  1/4 LIBRA;BS00;;0;2;4;0;0;Unidad;Activo;461,88;0
Mayo;ROPA;BICARBONATO DE SODIO 1/2 LIBRA;BS01;;37;5;10;37;0;Unidad;Activo;1287,580438;47640,48
Mayo;ROPA;BICARBONATO DE SODIO LB;BS02;;20;8;16;20;0;Unidad;Activo;2447;48940
Mayo;ROPA;BICARBONATO DE SODIO KG;BS03;;14;5;10;14;0;Unidad;Activo;4785,134706;66991,89
Mayo;UTENSILIOS;BOMBA FUMIGACION X 0,8 LIT;B01;;0;1;6;0;0;Unidad;Activo;17750;0
Mayo;UTENSILIOS;BOMBA FUMIGACION X 1,5 LIT;B02;;0;1;6;0;0;Unidad;Activo;6979;0
Mayo;UTENSILIOS;BOMBA FUMIGACION X 2  LIT;B03;;0;1;6;0;0;Unidad;Activo;6979;0
Mayo;UTENSILIOS;BOMBA FUMIGACION 350 CC;B04;;17;2;12;17;0;Unidad;Activo;4683,384615;79617,54
Mayo;CUIDADO PERSONAL;CLORURO DE MAGNESIO 1/4 LB;CMG00;;0;0;0;0;0;Unidad;Activo;1750;0
Mayo;CUIDADO PERSONAL;CLORURO DE MAGNESIO 1/2 LB;CMG01;;0;0;0;0;0;Unidad;Activo;3500;0
Mayo;CUIDADO PERSONAL;CLORURO DE MAGNESIO LB;CMG02;;0;0;0;0;0;Unidad;Activo;7000;0
Mayo;CUIDADO PERSONAL;CLORURO DE MAGNESIO KG;CMG03;;0;0;0;0;0;Unidad;Activo;14000;0
Mayo;DESINFECCION;CREOLINA TRIPLE 1/2 LIBRA;CT01;;7;6;12;7;0;Unidad;Activo;3670;25690
Mayo;DESINFECCION;CREOLINA TRIPLE 500 ML;CT02;;1;4;8;1;0;Unidad;Activo;6744;6744
Mayo;DESINFECCION;CREOLINA TRIPLE LIT;CT03;;0;3;6;0;0;Unidad;Activo;11790;0
Mayo;DESINFECCION;CREOLINA TRIPLE MEDIO GAL;CT04;;0;0;0;0;0;Unidad;Activo;12435;0
Mayo;DESINFECCION;CREOLINA TRIPLE GAL;CT05;;0;1;2;0;0;Unidad;Activo;34596;0
Mayo;DESINFECCION;CREOLINA TRIPLE GARRAFA;CT06;;0;0;0;0;0;Unidad;Activo;130000;0
Mayo;HOGAR;DESMANCHADOR TIPO FROTEX ASEO TOTAL 1/2 LB;DF01;;0;2;12;0;0;Unidad;Activo;3000;0
Mayo;HOGAR;DESMANCHADOR TIPO FROTEX ASEO TOTAL LB;DF02;;7;2;12;7;0;Unidad;Activo;5066,733333;35467,13
Mayo;HOGAR;DESTAPA CA¥ERIAS 1/2 LIBRA;DC01;;6;4;8;6;0;Unidad;Activo;1938;11628
Mayo;HOGAR;DESTAPA CA¥ERIAS LB;DC02;;10;3;6;10;0;Unidad;Activo;3747;37470
Mayo;HOGAR;DESTAPA CA¥ERIAS KG;DC03;;0;4;8;0;0;Unidad;Activo;7425;0
Mayo;HOGAR;DETERGENTE EN POLVO X KG;D03;;0;0;0;0;0;Unidad;Activo;4000;0
Mayo;HOGAR;DETERGENTE EN POLVO X 4 KG;D05;;0;0;0;0;0;Unidad;Activo;16000;0
Mayo;VEHICULOS;EMULSION DE SILICONA AL 60% 1/4 LIBRA;ES00;;9;4;8;9;1;Unidad;Activo;1820,220976;16381,99
Mayo;VEHICULOS;EMULSION DE SILICONA AL 60% 1/2 LIBRA;ES01;;11;4;8;11;0;Unidad;Activo;3004,022989;33044,25
Mayo;VEHICULOS;EMULSION DE SILICONA AL 60% LB;ES02;;3;4;8;3;0;Unidad;Activo;4992,782407;14978,35
Mayo;VEHICULOS;EMULSION DE SILICONA AL 60% KG;ES03;;1;2;4;1;0;Unidad;Activo;8900;8900
Mayo;VEHICULOS;EMULSION DE SILICONA AL 60% MED GAL;ES04;;0;0;0;0;0;Unidad;Activo;18380;0
Mayo;VEHICULOS;EMULSION DE SILICONA AL 60% GAL;ES05;;1;1;1;1;0;Unidad;Activo;48858,66667;48858,67
Mayo;VEHICULOS;EMULSION DE SILICONA AL 60% GARRAFA;ES06;;0;0;0;0;0;Unidad;Activo;104850;0
Mayo;UTENSILIOS;ESPONJA ENMALLADA;E00;;0;6;12;0;0;Unidad;Activo;856,820855;0
Mayo;AROMAS;FRAGANCIA BRISA MARINA GR;FBM09;BRISA MARINA PLUS APC(FS2910394);742;100;500;742;0;Gramo;Activo;51,915765;38521,5
Mayo;AROMAS;FRAGANCIA CANELA GR;FCP09;;1121;100;500;1121;0;Gramo;Activo;46,539653;52170,95
Mayo;AROMAS;FRAGANCIA CANELA DULCE GR;FCD09;;0;100;500;0;0;Gramo;Activo;41,17;0
Mayo;AROMAS;FRAGANCIA CANELA MANZANA GR;FCM09;;-84;100;500;-84;0;Gramo;Activo;80,22;-6738,48
Mayo;AROMAS;FRAGANCIA CARRO NUEVO GR;FCN09;;928;100;500;928;0;Gramo;Activo;80,975247;75145,03
Mayo;AROMAS;FRAGANCIA CARRO PERFUMADO GR;FCPF09;;717,5;100;500;717,5;0;Gramo;Activo;95,255784;68346,03
Mayo;AROMAS;FRAGANCIA CITRONELLA GR;FC09;;375;400;1000;375;0;Gramo;Activo;57,12874;21423,28
Mayo;AROMAS;FRAGANCIA CHICLE GR;FCH09;;1053;400;1000;1053;0;Gramo;Activo;73,66;77563,98
Mayo;AROMAS;FRAGANCIA COCO GR;FCO09;;63;100;500;63;0;Gramo;Activo;42,11869;2653,48
Mayo;AROMAS;FRAGANCIA DURAZNO GR;FD09;;47;100;500;47;0;Gramo;Activo;54,616735;2566,99
Mayo;AROMAS;FRAGANCIA FLORAL  GR;FFL09;;-25;100;500;-25;0;Gramo;Activo;63,359238;-1583,98
Mayo;AROMAS;FRAGANCIA FRESA GR;FF09;;711;400;1000;1011;0;Gramo;Activo;77,581004;55160,09
Mayo;AROMAS;FRAGANCIA FRUTOS ROJOS GR;FFR09;;568;400;1000;568;0;Gramo;Activo;77,103907;43795,02
Mayo;AROMAS;FRAGANCIA LAVANDA FAB GR;FL09;;462;400;1000;462;0;Gramo;Activo;80,183088;37044,59
Mayo;AROMAS;FRAGANCIA LIMON GR;FLI09;;0;100;500;0;0;Gramo;Activo;42,13;0
Mayo;AROMAS;FRAGANCIA FRUTAS AMAZONICAS GR;FN09;;-14;100;500;-14;0;Gramo;Activo;93,510256;-1309,14
Mayo;AROMAS;FRAGANCIA MANZANA VERDE GR;FMV09;;-404;100;500;-404;0;Gramo;Activo;46,398903;-18745,16
Mayo;AROMAS;FRAGANCIA MARACUYA GR;FMY09;;1887;100;500;1887;0;Gramo;Activo;74,26;140128,62
Mayo;AROMAS;FRAGANCIA PI¥A GR;FPI09;;765;100;500;765;0;Gramo;Activo;84,821607;64888,53
Mayo;AROMAS;FRAGANCIA ACEITE DE PINO GR;FAP09;;0;100;500;0;0;Gramo;Inactivo;45;0
Mayo;AROMAS;FRAGANCIA SANDALO GR;FS09;;32;100;500;32;0;Gramo;Activo;75,034909;2401,12
Mayo;AROMAS;FRAGANCIA TALCO GR;FT09;;275;400;1000;275;0;Gramo;Activo;90,32;24838
Mayo;AROMAS;DIFUSOR BABY  TALCO GR;DBT09;;0;200;1000;0;0;Gramo;Activo;51,94;0
Mayo;AROMAS;DIFUSOR BAMBU GR;DB09;;-150;200;1000;-150;0;Unidad;Activo;69,61;-10441,5
Mayo;AROMAS;DIFUSOR BERRIES GR;DBR09;;187;200;1000;187;0;Gramo;Activo;89,250027;16689,76
Mayo;AROMAS;DIFUSOR CANELA MANZANA GR;DCM09;;0;200;1000;0;0;Gramo;Activo;67,41;0
Mayo;AROMAS;DIFUSOR CITRUS GR;DCI09;;-150;200;1000;-150;0;Gramo;Inactivo;70,479809;-10571,97
Mayo;AROMAS;DIFUSOR FRUTOS ROJOS GR;DFR09;;-61;200;1000;-61;0;Gramo;Activo;70,801845;-4318,91
Mayo;AROMAS;DIFUSOR HOJAS DE NARANJO GR;DHN09;;0;200;1000;0;0;Gramo;Activo;65,45;0
Mayo;AROMAS;DIFUSOR LAVANDA GR;DL09;;-50;200;1000;-50;0;Gramo;Activo;66,99;-3349,5
Mayo;AROMAS;DIFUSOR MAR AZUL GR;DMA09;;11;200;1000;11;0;Gramo;Activo;71,400494;785,41
Mayo;AROMAS;DIFUSOR PI¥A MELON GR;DPM09;;687;200;1000;687;0;Gramo;Activo;69,020235;47416,9
Mayo;AROMAS;DIFUSOR SANDALO GR;DS09;;-34;100;1000;-34;0;Gramo;Activo;70;-2380
Mayo;AROMAS;DIFUSOR TROPICAL GR;DT09;;-971;100;1000;-971;0;Gramo;Activo;89,250009;-86661,76
